window_index,negative_log_likelihood
326,1.6889314651489258
327,2.383770227432251
328,2.7490127086639404
329,3.39030385017395
330,0.6652977466583252
331,2.9918458461761475
332,3.323129653930664
333,2.0423424243927
334,1.6002150774002075
335,3.2920353412628174
336,3.0786314010620117
337,1.3395477533340454
338,0.364477276802063
339,1.1010463237762451
340,1.3874578475952148
341,2.484708786010742
342,1.6302213668823242
343,1.7384532690048218
344,1.886904239654541
345,2.141350746154785
346,2.163609266281128
347,1.790098786354065
348,1.319169044494629
349,3.571150779724121
350,0.22880114614963531
351,2.07348370552063
352,1.2866090536117554
353,0.470910906791687
354,2.0931396484375
355,1.9145746231079102
356,2.632657766342163
357,1.6530181169509888
358,2.2143287658691406
359,2.954336166381836
360,0.6847670078277588
361,0.560975193977356
362,0.9666708111763
363,0.9517931342124939
364,0.800136387348175
365,2.186161518096924
366,1.7653489112854004
367,1.629715919494629
368,0.800136387348175
369,5.097089767456055
370,0.9296086430549622
371,0.8952897191047668
372,0.8027267456054688
373,1.3244520425796509
374,0.8883550763130188
375,1.4768365621566772
376,1.0102572441101074
377,0.8726005554199219
378,1.902718186378479
379,1.4787575006484985
380,3.4548065662384033
381,0.9229747653007507
382,0.5012009739875793
383,0.560975193977356
384,0.364477276802063
385,2.491096258163452
386,0.470910906791687
387,1.3524565696716309
388,1.9700002670288086
389,2.7405483722686768
390,0.17446644604206085
391,0.17446644604206085
392,0.17446644604206085
393,0.17446644604206085
394,0.17446644604206085
395,0.1018427386879921
396,1.7240577936172485
397,0.4090210199356079
398,1.5406562089920044
399,0.3903930187225342
400,2.757072687149048
401,3.074235200881958
402,1.68739652633667
403,2.5774946212768555
404,2.7754733562469482
405,2.6536858081817627
406,3.5152127742767334
407,2.4785854816436768
408,2.061952590942383
409,3.4998884201049805
410,0.32850006222724915
411,0.32850006222724915
412,0.32850006222724915
413,0.32850006222724915
414,1.7597516775131226
415,1.908460259437561
416,2.1650166511535645
417,0.2243296056985855
418,1.03761625289917
419,1.094473958015442
420,2.357848644256592
421,2.304901361465454
422,1.9900355339050293
423,1.7047075033187866
424,1.6768327951431274
425,1.4655808210372925
426,2.4350662231445312
427,2.817903757095337
428,1.389721393585205
429,1.7385038137435913
430,1.4406431913375854
431,1.7047075033187866
432,1.7047075033187866
433,1.5815925598144531
434,1.0439456701278687
435,1.0964926481246948
436,1.5498056411743164
437,1.1508547067642212
438,1.260826826095581
439,0.2694064676761627
440,1.5972790718078613
441,1.4975723028182983
442,0.2694064676761627
443,1.937022089958191
444,1.0439456701278687
445,2.071291208267212
446,0.24164950847625732
447,1.2589160203933716
448,0.6613776087760925
449,3.815638780593872
450,3.363086700439453
451,1.2545017004013062
452,1.6218246221542358
453,3.6285390853881836
454,1.632386565208435
455,1.796468734741211
456,1.9046043157577515
457,1.5568221807479858
458,0.6652977466583252
459,1.485265851020813
460,0.6652977466583252
461,1.375655174255371
462,0.6652977466583252
463,0.6652977466583252
464,1.5135226249694824
465,2.1937878131866455
466,1.5135226249694824
467,1.5284991264343262
468,1.5618062019348145
469,1.485265851020813
470,1.5790433883666992
471,0.34956109523773193
472,0.34956109523773193
473,0.34956109523773193
474,0.37540626525878906
475,0.34621426463127136
476,0.48023971915245056
477,0.37540626525878906
478,1.2110722064971924
479,0.34621426463127136
480,0.34621426463127136
481,0.34797319769859314
482,0.37540626525878906
483,1.2110722064971924
484,0.34621426463127136
485,0.8800568580627441
486,0.09313901513814926
487,1.5681734085083008
488,2.663353681564331
489,4.046660900115967
490,3.1957738399505615
491,3.4961843490600586
492,1.2262558937072754
493,2.3253817558288574
494,2.046257257461548
495,5.229488849639893
496,2.4627764225006104
497,0.32850006222724915
498,3.1335155963897705
499,0.6489863991737366
500,1.0964926481246948
501,1.3453822135925293
502,0.021971439942717552
503,0.021971439942717552
504,0.021971439942717552
505,0.021971439942717552
506,0.021971439942717552
507,0.021971439942717552
508,0.021971439942717552
509,2.1626219749450684
510,0.6874545216560364
511,3.5146114826202393
512,0.2824842035770416
513,0.5012009739875793
514,4.06760835647583
515,2.1450672149658203
516,4.686300754547119
517,0.1018427386879921
518,0.5500918030738831
519,0.5309099555015564
520,1.4897756576538086
521,2.306225299835205
522,2.5325636863708496
523,3.3257110118865967
524,3.96101975440979
525,4.317014217376709
526,4.938695907592773
527,2.794351577758789
528,2.5629680156707764
529,3.5350029468536377
530,0.6613776087760925
531,5.186220169067383
532,0.32850006222724915
533,3.684959650039673
534,1.6762422323226929
535,1.8525434732437134
536,4.770833969116211
537,0.1018427386879921
538,2.404467821121216
539,0.8883550763130188
540,0.9012929797172546
541,0.8883550763130188
542,1.950520396232605
543,1.2955487966537476
544,1.3342995643615723
545,3.180651903152466
546,1.2311605215072632
547,1.1021366119384766
548,2.771589517593384
549,2.2919647693634033
550,0.24164950847625732
551,0.43530428409576416
552,0.43530428409576416
553,1.3853321075439453
554,0.364477276802063
555,5.119772434234619
556,2.782978057861328
557,0.6147664189338684
558,3.1229352951049805
559,0.9495849013328552
560,1.2110722064971924
561,0.48023971915245056
562,0.34621426463127136
563,0.09313901513814926
564,0.09313901513814926
565,1.1407597064971924
566,0.34621426463127136
567,1.2110722064971924
568,1.2110722064971924
569,1.2110722064971924
570,0.09313901513814926
571,0.34956109523773193
572,0.09313901513814926
573,0.34621426463127136
574,0.09313901513814926
575,0.34797319769859314
576,0.34797319769859314
577,0.15294119715690613
578,1.0309622287750244
